Timepoint,,,,,,,,,,,,,,,,,,,,,
21.667,81.842,199400,199.5,311.87,24.025,926.34,667.17,550.02,8458.9,5.9726,12218,4287.2,5.9726,97742,116.09,0.87828,0.06782,0.06782,0.036748,0.032574,0.49229
21.833,81.747,199390,200.13,316.09,24.057,931.12,671.83,557.8,8446.6,5.9963,12162,4258.2,5.9963,97724,116.99,0.87654,0.069175,0.069175,0.036466,0.033194,0.50377
22,81.647,199380,200.73,320.29,24.083,935.71,676.39,565.61,8434.5,6.0212,12106,4229.2,6.0212,97706,117.87,0.87476,0.070549,0.070549,0.036186,0.033821,0.51545
22.167,81.541,199370,201.28,324.47,24.102,940.11,680.87,573.47,8422.6,6.0473,12050,4200.1,6.0473,97688,118.73,0.87293,0.071942,0.071942,0.035908,0.034456,0.52732
22.333,81.43,199370,201.81,328.62,24.115,944.33,685.26,581.35,8410.8,6.0746,11994,4170.9,6.0746,97671,119.57,0.87105,0.073354,0.073354,0.035633,0.035097,0.53938
22.5,81.313,199360,202.29,332.74,24.121,948.36,689.55,589.28,8399.2,6.103,11938,4141.7,6.103,97654,120.39,0.86913,0.074785,0.074785,0.035359,0.035746,0.55164
22.667,81.19,199350,202.73,336.85,24.12,952.19,693.76,597.24,8387.8,6.1326,11881,4112.2,6.1326,97637,121.2,0.86716,0.076235,0.076235,0.035088,0.036401,0.56409
22.833,81.062,199350,203.14,340.93,24.113,955.84,697.87,605.24,8376.6,6.1633,11824,4082.8,6.1633,97620,121.99,0.86514,0.077704,0.077704,0.034819,0.037064,0.57674
23,80.929,199340,203.52,344.97,24.1,959.32,701.89,613.27,8365.6,6.1954,11767,4053.3,6.1954,97604,122.76,0.86309,0.079195,0.079195,0.034552,0.037733,0.58961
23.167,80.792,199330,203.86,348.98,24.082,962.62,705.82,621.33,8354.9,6.2288,11709,4023.8,6.2288,97588,123.52,0.86101,0.080707,0.080707,0.034287,0.03841,0.60268
23.333,80.651,199330,204.17,352.95,24.058,965.75,709.65,629.42,8344.4,6.2635,11652,3994.3,6.2635,97572,124.25,0.85889,0.082241,0.082241,0.034024,0.039094,0.61598
23.5,80.506,199320,204.44,356.89,24.03,968.71,713.38,637.54,8334.2,6.2995,11595,3964.9,6.2995,97557,124.97,0.85673,0.083796,0.083796,0.033763,0.039784,0.62948
